priority_rank,game_name,game_url,canonical_game_key,missing_rank_rows,best_missing_rank,first_missing_rank_date,last_missing_rank_date,first_observed_play_count_date,first_observed_play_count_source,page_gap_status,metrics_status,exact_metrics_endpoint_count,exact_metrics_cdx_rows,exact_metrics_cached_endpoint_count,exact_metrics_missing_cache_count,exact_metrics_first_cdx_date,exact_metrics_last_cdx_date,exact_metrics_cdx_rows_in_missing_window,exact_metrics_sampled_rows_in_missing_window,exact_metrics_parsed_rows,exact_metrics_first_parsed_date,exact_metrics_first_parsed_plays,exact_metrics_gap_status,side_endpoint_observations,side_endpoint_cdx_hit_observations,side_endpoint_rows_in_missing_window,side_endpoint_parsed_rows,developer_list_observations,developer_list_rows_in_missing_window,recommended_next_action
892,Captain America,http://www.kongregate.com/games/newgamess/captain-america,www.kongregate.com/games/newgamess/captain-america,1,7,2016-03-16,2016-03-16,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
893,Hack and slash RPG ver1.1,http://www.kongregate.com/games/del9901705_39278/hack-and-slash-rpg-ver1-1,www.kongregate.com/games/del9901705_39278/hack-and-slash-rpg-ver1-1,1,7,2016-03-20,2016-03-20,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
894,The Spes Project,http://www.kongregate.com/games/scumdog77/the-spes-project,www.kongregate.com/games/scumdog77/the-spes-project,1,7,2016-03-24,2016-03-24,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
895,Prismatic Momentum,http://www.kongregate.com/games/insigniolabs/prismatic-momentum,www.kongregate.com/games/insigniolabs/prismatic-momentum,1,7,2016-05-06,2016-05-06,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
896,Caverns of Delirium,http://www.kongregate.com/games/flowlab/caverns-of-delirium,www.kongregate.com/games/flowlab/caverns-of-delirium,1,7,2016-05-15,2016-05-15,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
897,star Match,http://www.kongregate.com/games/gamebazar99/star-match,www.kongregate.com/games/gamebazar99/star-match,1,7,2016-05-23,2016-05-23,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
898,Mini J Cooper Jigsaw,http://www.kongregate.com/games/newgamess/mini-j-cooper-jigsaw,www.kongregate.com/games/newgamess/mini-j-cooper-jigsaw,1,7,2016-05-24,2016-05-24,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
899,Stuntsman Game,http://www.kongregate.com/games/AIexT/stuntsman-game,www.kongregate.com/games/aiext/stuntsman-game,1,7,2016-06-04,2016-06-04,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
900,Guardian Star,http://www.kongregate.com/games/Dmaester/guardian-star,www.kongregate.com/games/dmaester/guardian-star,1,7,2016-06-05,2016-06-05,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
901,Tico Jigsaw,http://www.kongregate.com/games/newgamess/tico-jigsaw,www.kongregate.com/games/newgamess/tico-jigsaw,1,7,2016-06-13,2016-06-13,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
902,Space War,http://www.kongregate.com/games/jerry19li/space-war,www.kongregate.com/games/jerry19li/space-war,1,7,2016-06-22,2016-06-22,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
903,Juggle Sim,http://www.kongregate.com/games/FriggyStudios/juggle-sim,www.kongregate.com/games/friggystudios/juggle-sim,1,7,2016-06-29,2016-06-29,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
904,Darkness Below,http://www.kongregate.com/games/NCI1/darkness-below,www.kongregate.com/games/nci1/darkness-below,1,7,2016-07-07,2016-07-07,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
905,Pfiguero,http://www.kongregate.com/games/javiersan22/pfiguero,www.kongregate.com/games/javiersan22/pfiguero,1,7,2016-07-14,2016-07-14,2023-09-21,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
906,Steal the Wheel 13,http://www.kongregate.com/games/Enagamess/steal-the-wheel-13,www.kongregate.com/games/enagamess/steal-the-wheel-13,1,7,2016-07-20,2016-07-20,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
907,The Small Jump,http://www.kongregate.com/games/AlexScripter/the-small-jump,www.kongregate.com/games/alexscripter/the-small-jump,1,7,2016-07-27,2016-07-27,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
908,Forgotten,http://www.kongregate.com/games/TheNoob20/forgotten,www.kongregate.com/games/thenoob20/forgotten,1,7,2016-08-05,2016-08-05,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
909,Color Number Figure,http://www.kongregate.com/games/omgnoob191/color-number-figure,www.kongregate.com/games/omgnoob191/color-number-figure,1,7,2016-08-13,2016-08-13,2025-04-02,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
910,Ludo King,http://www.kongregate.com/games/OneOnlineGames/ludo-king,www.kongregate.com/games/oneonlinegames/ludo-king,1,7,2016-08-20,2016-08-20,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
911,R-G-B,http://www.kongregate.com/games/AttalK/r-g-b,www.kongregate.com/games/attalk/r-g-b,1,7,2016-08-28,2016-08-28,2023-09-14,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
912,JumpMambo,http://www.kongregate.com/games/UsmanShams/jumpmambo,www.kongregate.com/games/usmanshams/jumpmambo,1,7,2016-09-03,2016-09-03,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
913,Jungle Ride Free,http://www.kongregate.com/games/marciolevi/jungle-ride-free,www.kongregate.com/games/marciolevi/jungle-ride-free,1,7,2016-09-16,2016-09-16,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
914,aliens ufo shooter,http://www.kongregate.com/games/gamebazar99/aliens-ufo-shooter,www.kongregate.com/games/gamebazar99/aliens-ufo-shooter,1,7,2016-09-17,2016-09-17,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
915,Flying Castle,http://www.kongregate.com/games/som911/flying-castle,www.kongregate.com/games/som911/flying-castle,1,7,2016-09-23,2016-09-23,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
916,Stellar Broadsider Test,http://www.kongregate.com/games/Tolaryn/stellar-broadsider-test,www.kongregate.com/games/tolaryn/stellar-broadsider-test,1,7,2016-10-04,2016-10-04,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
917,Faw Truck,http://www.kongregate.com/games/newgamess/faw-truck,www.kongregate.com/games/newgamess/faw-truck,1,7,2016-10-10,2016-10-10,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
918,The Undeads Nightmare,http://www.kongregate.com/games/GamersComet/the-undeads-nightmare,www.kongregate.com/games/gamerscomet/the-undeads-nightmare,1,7,2016-10-17,2016-10-17,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
919,Space Base Defender,http://www.kongregate.com/games/aliceperdomoDev/space-base-defender,www.kongregate.com/games/aliceperdomodev/space-base-defender,1,7,2016-10-18,2016-10-18,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
920,ARKADE demo,http://www.kongregate.com/games/Ivamorlor/arkade-demo,www.kongregate.com/games/ivamorlor/arkade-demo,1,7,2016-10-24,2016-10-24,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
921,Double Jump,http://www.kongregate.com/games/ciobeni/double-jump,www.kongregate.com/games/ciobeni/double-jump,1,7,2016-10-30,2016-10-30,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
922,Sherlock Has a Clue,http://www.kongregate.com/games/esthetix/sherlock-has-a-clue,www.kongregate.com/games/esthetix/sherlock-has-a-clue,1,7,2017-05-05,2017-05-05,2023-05-17,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
923,Shop Empire Galaxy,http://www.kongregate.com/games/littlegiantworld/shop-empire-galaxy,www.kongregate.com/games/littlegiantworld/shop-empire-galaxy,1,7,2017-05-16,2017-05-16,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
924,Idle TD,http://www.kongregate.com/games/JosephW55/idle-td,www.kongregate.com/games/josephw55/idle-td,1,7,2017-05-25,2017-05-25,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
925,Biceps Clicker,http://www.kongregate.com/games/llamaware/biceps-clicker,www.kongregate.com/games/llamaware/biceps-clicker,1,7,2017-05-26,2017-05-26,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
926,Mountain City,http://www.kongregate.com/games/Enagamess/mountain-city,www.kongregate.com/games/enagamess/mountain-city,1,7,2017-06-15,2017-06-15,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
927,Dead World,http://www.kongregate.com/games/TDMMCStudios/dead-world,www.kongregate.com/games/tdmmcstudios/dead-world,1,7,2017-06-25,2017-06-25,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
928,Watch Maker,http://www.kongregate.com/games/Enagamess/watch-maker,www.kongregate.com/games/enagamess/watch-maker,1,7,2017-07-03,2017-07-03,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
929,NekoCoffee Express Clicker,http://www.kongregate.com/games/studiouweii/nekocoffee-express-clicker,www.kongregate.com/games/studiouweii/nekocoffee-express-clicker,1,7,2017-07-20,2017-07-20,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
930,Dreams defender,http://www.kongregate.com/games/MissionMmorpg/dreams-defender,www.kongregate.com/games/missionmmorpg/dreams-defender,1,7,2017-08-05,2017-08-05,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
931,Speed UP Your Seksi Babooshka,http://www.kongregate.com/games/ROFL_Games/speed-up-your-seksi-babooshka,www.kongregate.com/games/rofl_games/speed-up-your-seksi-babooshka,1,7,2017-08-17,2017-08-17,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
932,Uniform Crime,http://www.kongregate.com/games/ajazgames/uniform-crime,www.kongregate.com/games/ajazgames/uniform-crime,1,7,2017-08-23,2017-08-23,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
933,Black Night,http://www.kongregate.com/games/Nicecoolguy0/black-night,www.kongregate.com/games/nicecoolguy0/black-night,1,7,2017-08-25,2017-08-25,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
934,SpaceSymbols.io,http://www.kongregate.com/games/iromano/spacesymbols-io,www.kongregate.com/games/iromano/spacesymbols-io,1,7,2017-09-04,2017-09-04,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
935,RET,http://www.kongregate.com/games/EveGames/ret,www.kongregate.com/games/evegames/ret,1,7,2017-09-13,2017-09-13,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
936,The Locker - Scientist House 5,http://www.kongregate.com/games/Enagamess/the-locker-scientist-house-5,www.kongregate.com/games/enagamess/the-locker-scientist-house-5,1,7,2017-09-20,2017-09-20,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
937,Escape From Artist Room,http://www.kongregate.com/games/top10newgames/escape-from-artist-room,www.kongregate.com/games/top10newgames/escape-from-artist-room,1,7,2017-09-30,2017-09-30,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
938,Idle Streamer,http://www.kongregate.com/games/SilverFinish/idle-streamer,www.kongregate.com/games/silverfinish/idle-streamer,1,7,2017-10-08,2017-10-08,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
939,The Maze Stalker,http://www.kongregate.com/games/SlidingHappens/the-maze-stalker,www.kongregate.com/games/slidinghappens/the-maze-stalker,1,7,2017-10-15,2017-10-15,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
940,Mars project,http://www.kongregate.com/games/heckubiss/mars-project,www.kongregate.com/games/heckubiss/mars-project,1,7,2017-10-24,2017-10-24,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
941,Rogue Fable III,https://www.kongregate.com/games/Justin_wang123/rogue-fable-iii,www.kongregate.com/games/justin_wang123/rogue-fable-iii,1,7,2018-12-22,2018-12-22,2019-02-05,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
942,"Gragyriss, Captor of Princesses",https://www.kongregate.com/games/snowroadgames/gragyriss-captor-of-princesses,www.kongregate.com/games/snowroadgames/gragyriss-captor-of-princesses,1,7,2019-03-30,2019-03-30,2021-04-04,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
943,Amgel Easy Room Escape 1,https://www.kongregate.com/games/amgelescape/amgel-easy-room-escape-1,www.kongregate.com/games/amgelescape/amgel-easy-room-escape-1,1,7,2019-08-25,2019-08-25,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
944,Mahjong Battles Egypt,http://www.kongregate.com/games/fighter106/jungle-balloons-division,www.kongregate.com/games/fighter106/jungle-balloons-division,1,7,2021-01-25,2021-01-25,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
945,Spinneroids,http://www.kongregate.com/games/pukks/spinneroids,www.kongregate.com/games/pukks/spinneroids,1,7,2021-11-12,2021-11-12,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
946,Paper Knight Quest,https://www.kongregate.com/en/games/ferx_zero/paper-knight-quest,www.kongregate.com/games/ferx_zero/paper-knight-quest,1,7,2026-01-03,2026-01-03,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
947,Test 2,http://www.kongregate.com/games/Nicolo974jtm34/test-2,www.kongregate.com/games/nicolo974jtm34/test-2,1,15,2014-10-03,2014-10-03,,,no_page_cdx_rows,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,26,0,0,0,6,0,Escalate to broader list/account captures or external corroboration.
948,Kuizi Biologjia - Pjesa e 2,http://www.kongregate.com/games/del7244009/kuizi-biologjia-pjesa-e-2,www.kongregate.com/games/del7244009/kuizi-biologjia-pjesa-e-2,1,15,2015-09-03,2015-09-03,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,15,0,Escalate to broader list/account captures or external corroboration.
949,Mater Cars Puzzle,http://www.kongregate.com/games/natalibt/mater-cars-puzzle,www.kongregate.com/games/natalibt/mater-cars-puzzle,1,15,2015-09-09,2015-09-09,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,55,0,Escalate to broader list/account captures or external corroboration.
950,Duck Shooter,http://www.kongregate.com/games/mafagames/duck-shooter,www.kongregate.com/games/mafagames/duck-shooter,1,15,2016-05-06,2016-05-06,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,42,0,Escalate to broader list/account captures or external corroboration.
951,Bloosso Run,http://www.kongregate.com/games/JurgisT/bloosso-run,www.kongregate.com/games/jurgist/bloosso-run,1,15,2016-05-15,2016-05-15,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
