priority_rank,recovery_priority_score,recovery_class,recommended_recovery_track,canonical_game_key,game_name,developer,game_url,in_mini_catalog,missing_rank_rows,rank1_missing_rows,top5_missing_rows,top10_missing_rows,top20_missing_rows,best_missing_rank,first_missing_rank_date,last_missing_rank_date,missing_rank_span_days,ranking_types_with_missing,categories_with_missing,sample_missing_dates,has_any_observed_play_count,first_observed_play_count_date,first_observed_play_count,first_observed_play_count_source,first_observed_after_first_missing_days,first_observed_after_last_missing_days,latest_observed_play_count_date,latest_observed_play_count,missing_rows_on_or_after_first_observation,catalog_first_seen_date,catalog_last_seen_date,catalog_best_rank,catalog_top_n_appearances,catalog_listing_play_count_rows,catalog_max_listing_play_count_observed,metrics_status,metrics_rows,first_metric_date,last_metric_date,no_history_evidence_bucket,page_gap_status,count_source_probe_status,alternate_endpoint_cdx_rows,endpoint_observations,candidates_with_cdx_rows,recovered_count_rows,current_live_metric_status,observed_categories,platform_flags,classification_confidence
42,2160,no_count_dynamic_placeholder,Broaden alternate source shapes; archived game pages defer counts to unarchived metrics.json endpoints.,www.kongregate.com/games/samuelvenable/key-to-success,Key to Success,SamuelVenable,http://www.kongregate.com/games/SamuelVenable/key-to-success,yes,1,1,1,1,1,1,2017-05-25,2017-05-25,0,newest (1),,2017-05-25,no,,,,,,,,0,2017-05-25,2017-05-25,1,1,0,,no_cdx,0,,,dynamic_placeholder_endpoint_archives_no_count,dynamic_metrics_placeholder,archived_endpoint_hit_no_count,5,9,5,0,live_metrics_failed_http_404,,,
43,2160,no_count_dynamic_placeholder,Broaden alternate source shapes; archived game pages defer counts to unarchived metrics.json endpoints.,www.kongregate.com/games/mafagames/missiles-again,Missiles Again,mafagames,http://www.kongregate.com/games/mafagames/missiles-again,yes,1,1,1,1,1,1,2017-05-26,2017-05-26,0,newest (1),,2017-05-26,no,,,,,,,,0,2017-05-26,2017-05-26,1,1,0,,no_cdx,0,,,dynamic_placeholder_endpoint_archives_no_count,dynamic_metrics_placeholder,archived_endpoint_hit_no_count,786,75,50,0,live_metrics_failed_http_404,,,
44,2160,no_count_dynamic_placeholder,Broaden alternate source shapes; archived game pages defer counts to unarchived metrics.json endpoints.,www.kongregate.com/games/eternal_vanguard/the-space-commando,The Space Commando,Eternal_Vanguard,http://www.kongregate.com/games/Eternal_Vanguard/the-space-commando,yes,1,1,1,1,1,1,2017-08-17,2017-08-17,0,newest (1),,2017-08-17,no,,,,,,,,0,2017-08-17,2017-08-17,1,1,0,,no_cdx,0,,,dynamic_placeholder_endpoint_archives_no_count,dynamic_metrics_placeholder,archived_endpoint_hit_no_count,2,13,2,0,live_metrics_failed_http_404,,,
45,2160,no_count_dynamic_placeholder,Broaden alternate source shapes; archived game pages defer counts to unarchived metrics.json endpoints.,www.kongregate.com/games/mafagames/run-bird-run-online,Run Bird Run Online,mafagames,http://www.kongregate.com/games/mafagames/run-bird-run-online,yes,1,1,1,1,1,1,2017-08-25,2017-08-25,0,newest (1),,2017-08-25,no,,,,,,,,0,2017-08-25,2017-08-25,1,1,0,,no_cdx,0,,,dynamic_placeholder_endpoint_archives_no_count,dynamic_metrics_placeholder,archived_endpoint_hit_no_count,785,75,49,0,live_metrics_failed_http_404,,,
46,2160,no_count_no_page_cdx,"Try broader URL variants, developer/account lists, search/category pages, or external evidence; checked game-page variants have no usable CDX rows.",www.kongregate.com/games/brvasil/zombie-derby-2,Zombie Derby 2,brvasil,http://www.kongregate.com/games/brvasil/zombie-derby-2,yes,1,1,1,1,1,1,2017-09-13,2017-09-13,0,newest (1),,2017-09-13,no,,,,,,,,0,2017-09-13,2017-09-13,1,1,0,,no_cdx,0,,,no_game_page_cdx_alt_archives_no_count,no_page_cdx_rows,archived_endpoint_hit_no_count,342,45,18,0,live_metrics_failed_http_404,,,
47,2160,no_count_no_page_cdx,"Try broader URL variants, developer/account lists, search/category pages, or external evidence; checked game-page variants have no usable CDX rows.",www.kongregate.com/games/coralcnora/football-legends-2016,Football Legends 2016,CoralCnora,http://www.kongregate.com/games/CoralCnora/football-legends-2016,yes,1,1,1,1,1,1,2017-09-30,2017-09-30,0,newest (1),,2017-09-30,no,,,,,,,,0,2017-09-30,2017-09-30,1,1,0,,no_cdx,0,,,no_game_page_or_endpoint_archives,no_page_cdx_rows,no_archived_endpoint_rows_observed,0,35,0,0,live_metrics_failed_http_404,,,low
48,2160,no_count_dynamic_placeholder,Broaden alternate source shapes; archived game pages defer counts to unarchived metrics.json endpoints.,www.kongregate.com/games/sandmanza/lt-breakout,LT-Breakout,SandmanZA,http://www.kongregate.com/games/SandmanZA/lt-breakout,yes,1,1,1,1,1,1,2017-10-24,2017-10-24,0,newest (1),,2017-10-24,no,,,,,,,,0,2017-10-24,2017-10-24,1,1,0,,no_cdx,0,,,dynamic_placeholder_endpoint_archives_no_count,dynamic_metrics_placeholder,archived_endpoint_hit_no_count,330,14,6,0,live_metrics_failed_http_404,,,
49,2160,no_count_dynamic_placeholder,Broaden alternate source shapes; archived game pages defer counts to unarchived metrics.json endpoints.,www.kongregate.com/games/jasonnumberxiii/surrounded,Surrounded,JasonNumberXIII,https://www.kongregate.com/games/JasonNumberXIII/surrounded,yes,1,1,1,1,1,1,2021-11-12,2021-11-12,0,newest (1),,2021-11-12,no,,,,,,,,0,2021-11-12,2021-11-12,1,1,0,,no_cdx,0,,,dynamic_placeholder_endpoint_archives_no_count,dynamic_metrics_placeholder,archived_endpoint_hit_no_count,796,112,80,0,live_metrics_failed_http_404,,,
50,2155,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/rob_almighty/bad-eggs-online-2,Bad Eggs Online 2,Rob_Almighty,http://www.kongregate.com/games/Rob_Almighty/bad-eggs-online-2,yes,23,0,0,16,23,8,2015-04-03,2017-10-25,936,category_top (23),strategy (23),2015-04-03; 2015-04-14; 2015-07-06; 2015-10-11; 2015-10-21; 2015-11-08; 2015-11-12; 2016-03-07,yes,2018-03-23,2259109,count_source_probe,1085,149,2024-01-17,2684845,0,2015-04-03,2024-02-14,3,51,0,,has_metrics,26,2018-03-23,2024-01-17,,,,,,,,,,,
51,1970,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/smokoko/robo-racing,Robo Racing,smokoko,http://www.kongregate.com/games/smokoko/robo-racing,yes,2,1,1,2,2,1,2014-09-19,2014-09-19,0,newest (2),,2014-09-19; 2014-09-19,yes,2023-11-06,5156,count_source_probe,3335,3335,2023-11-06,5156,0,2014-09-19,2014-09-19,1,2,0,,has_metrics,2,2023-11-06,2023-11-06,,,,,,,,,,,
52,1970,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/gillenew/the-adventures-of-bit-and-ravh,The Adventures of Bit and Ravh,gillenew,http://www.kongregate.com/games/gillenew/the-adventures-of-bit-and-ravh,yes,2,1,1,2,2,1,2014-10-17,2014-10-18,1,newest (2),,2014-10-17; 2014-10-18,yes,2026-06-29,367,live_metrics_json,4273,4272,2026-06-29,367,0,2014-10-17,2014-10-18,1,2,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
53,1890,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/splitscreengames/dino-storm,Dino Storm,SplitscreenGames,https://www.kongregate.com/games/SplitscreenGames/dino-storm,yes,14,0,0,14,14,7,2015-02-15,2019-02-01,1447,category_top (14),action (12); adventure (2),2015-02-15; 2015-02-15; 2017-04-08; 2017-04-15; 2018-06-25; 2019-01-08; 2019-01-08; 2019-01-15,yes,2019-04-23,1064679,count_source_probe,1528,81,2023-12-23,1137559,0,2015-02-15,2024-02-14,7,109,0,,has_metrics,5,2019-04-23,2023-12-23,,,,,,,,,,,
54,1890,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/kekgames/unpuzzle,Unpuzzle,KekGames,https://www.kongregate.com/games/KekGames/unpuzzle,yes,4,0,4,4,4,3,2019-02-01,2019-05-26,114,category_top (4),puzzle (4),2019-02-01; 2019-02-01; 2019-05-06; 2019-05-26,yes,2019-07-02,417768,count_source_probe,151,37,2024-01-21,565677,0,2019-02-01,2024-02-14,3,40,0,,has_metrics,21,2019-07-02,2024-01-21,,,,,,,,,,,
55,1880,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/vasantj/medieval-chronicles-7,Medieval Chronicles 7,VasantJ,https://www.kongregate.com/games/VasantJ/medieval-chronicles-7,yes,3,1,1,1,3,1,2020-01-01,2020-01-06,5,browse (2); category_top (1),puzzle (1),2020-01-01; 2020-01-02; 2020-01-06,yes,2020-01-08,7990,count_source_probe,7,2,2024-01-20,52559,0,2020-01-01,2021-06-11,1,19,0,,has_metrics,6,2020-01-08,2024-01-20,,,,,,,,,,,
56,1870,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/gr33ngunner007/robo-jump,Robo-Jump,gr33ngunner007,http://www.kongregate.com/games/gr33ngunner007/robo-jump,yes,2,1,1,1,2,1,2014-10-03,2014-10-04,1,newest (2),,2014-10-03; 2014-10-04,yes,2026-06-29,216,live_metrics_json,4287,4286,2026-06-29,216,0,2014-10-03,2014-10-04,1,2,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
57,1870,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/n_developer/discover,Discover,N_DEVELOPER,http://www.kongregate.com/games/N_DEVELOPER/discover,yes,2,1,1,1,2,1,2016-01-16,2016-02-02,17,newest (2),,2016-01-16; 2016-02-02,yes,2026-06-29,264,live_metrics_json,3817,3800,2026-06-29,264,0,2016-01-16,2016-02-02,1,2,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
58,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/botsgames/pou-popper,Pou Popper,,http://www.kongregate.com/games/botsgames/pou-popper,yes,1,1,1,1,1,1,2014-08-08,2014-08-08,0,newest (1),,2014-08-08,yes,2026-06-30,2622,live_metrics_json,4344,4344,2026-06-30,2622,0,2014-08-08,2014-08-08,1,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
59,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/colburt187/wheelie-legend,Wheelie Legend,colburt187,http://www.kongregate.com/games/colburt187/wheelie-legend,yes,1,1,1,1,1,1,2014-08-22,2014-08-22,0,newest (1),,2014-08-22,yes,2026-06-30,6293,live_metrics_json,4330,4330,2026-06-30,6293,0,2014-08-22,2014-08-22,1,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
60,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/andrew_nyers/battle-of-heroes,Battle Of Heroes,Andrew_Nyers,http://www.kongregate.com/games/Andrew_Nyers/battle-of-heroes,yes,1,1,1,1,1,1,2014-08-26,2014-08-26,0,newest (1),,2014-08-26,yes,2022-06-18,57018,count_source_probe,2853,2853,2022-06-18,57018,0,2014-08-26,2014-08-26,1,1,0,,has_metrics,2,2022-06-18,2022-06-18,,,,,,,,,,,
61,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/piton_/jellydad-hero,Jellydad Hero,PITon_,http://www.kongregate.com/games/PITon_/jellydad-hero,yes,1,1,1,1,1,1,2014-08-29,2014-08-29,0,newest (1),,2014-08-29,yes,2021-06-08,31610,count_source_probe,2475,2475,2026-06-30,34122,0,2014-08-29,2014-08-29,1,1,0,,has_metrics,3,2021-06-08,2026-06-30,,,,,,,,,,,
62,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/josepho/alexia-crow-and-the-pandoras-box,Alexia Crow and the pandora's box,josepho,http://www.kongregate.com/games/josepho/alexia-crow-and-the-pandoras-box,yes,1,1,1,1,1,1,2014-09-05,2014-09-05,0,newest (1),,2014-09-05,yes,2026-06-30,1572,live_metrics_json,4316,4316,2026-06-30,1572,0,2014-09-05,2014-09-05,1,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
63,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/ernanir/the-world-most-bugged-game,The world most bugged game,ErnaniR,http://www.kongregate.com/games/ErnaniR/the-world-most-bugged-game,yes,1,1,1,1,1,1,2014-09-14,2014-09-14,0,newest (1),,2014-09-14,yes,2026-06-30,334,live_metrics_json,4307,4307,2026-06-30,334,0,2014-09-14,2014-09-14,1,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
64,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/bilinmexx/classical-snake,Classical Snake,bilinmexx,http://www.kongregate.com/games/bilinmexx/classical-snake,yes,1,1,1,1,1,1,2014-09-19,2014-09-19,0,newest (1),,2014-09-19,yes,2026-06-30,165,live_metrics_json,4302,4302,2026-06-30,165,0,2014-09-19,2014-09-19,1,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
65,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/lpunderground1/brakeless-trials-game-2014,Brakeless Trials Game 2014,lpunderground1,http://www.kongregate.com/games/lpunderground1/brakeless-trials-game-2014,yes,1,1,1,1,1,1,2014-09-20,2014-09-20,0,newest (1),,2014-09-20,yes,2026-06-30,279,live_metrics_json,4301,4301,2026-06-30,279,0,2014-09-20,2014-09-20,1,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
66,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/mohtashams/evolve,Evolve,MohtashamS,http://www.kongregate.com/games/MohtashamS/evolve,yes,1,1,1,1,1,1,2014-09-26,2014-09-26,0,newest (1),,2014-09-26,yes,2026-06-30,549,live_metrics_json,4295,4295,2026-06-30,549,0,2014-09-26,2014-09-26,1,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
67,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/ianstokes/bakery-french-bread,Bakery French Bread,IanStokes,http://www.kongregate.com/games/IanStokes/bakery-french-bread,yes,1,1,1,1,1,1,2014-10-04,2014-10-04,0,newest (1),,2014-10-04,yes,2026-06-29,262,live_metrics_json,4286,4286,2026-06-29,262,0,2014-10-04,2014-10-04,1,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
68,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/stewardhklarlove/opulent-sunflappiness-3,Opulent Sunflappiness 3,stewardhklarlove,http://www.kongregate.com/games/stewardhklarlove/opulent-sunflappiness-3,yes,1,1,1,1,1,1,2014-10-09,2014-10-09,0,newest (1),,2014-10-09,yes,2026-06-29,88,live_metrics_json,4281,4281,2026-06-29,88,0,2014-10-09,2014-10-09,1,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
69,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/dingjun/umbrella-revolution,Umbrella Revolution,dingjun,http://www.kongregate.com/games/dingjun/umbrella-revolution,yes,1,1,1,1,1,1,2014-10-10,2014-10-10,0,newest (1),,2014-10-10,yes,2026-06-29,563,live_metrics_json,4280,4280,2026-06-29,563,0,2014-10-10,2014-10-10,1,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
70,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/codenforjesus/freeze-tag,Freeze Tag,codenforjesus,http://www.kongregate.com/games/codenforjesus/freeze-tag,yes,1,1,1,1,1,1,2014-10-13,2014-10-13,0,newest (1),,2014-10-13,yes,2026-06-29,3642,live_metrics_json,4277,4277,2026-06-29,3642,0,2014-10-13,2014-10-13,1,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
71,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/unclebig2d/march,March,UncleBig2D,http://www.kongregate.com/games/UncleBig2D/march,yes,1,1,1,1,1,1,2014-10-18,2014-10-18,0,newest (1),,2014-10-18,yes,2026-06-29,1612,live_metrics_json,4272,4272,2026-06-29,1612,0,2014-10-18,2014-10-18,1,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
72,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/youugames/shieldshooting,shieldshooting,youugames,http://www.kongregate.com/games/youugames/shieldshooting,yes,1,1,1,1,1,1,2014-10-29,2014-10-29,0,newest (1),,2014-10-29,yes,2026-06-29,188,live_metrics_json,4261,4261,2026-06-29,188,0,2014-10-29,2014-10-29,1,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
73,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/bigmonkeyfactory/out-of-order,Out Of Order,bigmonkeyfactory,http://www.kongregate.com/games/bigmonkeyfactory/out-of-order,yes,1,1,1,1,1,1,2014-10-31,2014-10-31,0,newest (1),,2014-10-31,yes,2026-06-29,3778,live_metrics_json,4259,4259,2026-06-29,3778,0,2014-10-31,2014-10-31,1,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
74,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/wayak/minions-bejeweled,Minions Bejeweled,wayak,http://www.kongregate.com/games/wayak/minions-bejeweled,yes,1,1,1,1,1,1,2014-11-11,2014-11-11,0,newest (1),,2014-11-11,yes,2026-06-30,573,live_metrics_json,4249,4249,2026-06-30,573,0,2014-11-11,2014-11-11,1,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
75,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/silvermediapro/the-experimental-platformer-v1-2b7,The Experimental Platformer (v1.2b7),SilverMediaPro,http://www.kongregate.com/games/SilverMediaPro/the-experimental-platformer-v1-2b7,yes,1,1,1,1,1,1,2014-11-25,2014-11-25,0,newest (1),,2014-11-25,yes,2026-06-30,71,live_metrics_json,4235,4235,2026-06-30,71,0,2014-11-25,2014-11-25,1,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
76,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/drakebrown987/the-monster-dash,The Monster Dash,drakebrown987,http://www.kongregate.com/games/drakebrown987/the-monster-dash,yes,1,1,1,1,1,1,2014-12-02,2014-12-02,0,newest (1),,2014-12-02,yes,2026-06-30,46,live_metrics_json,4228,4228,2026-06-30,46,0,2014-12-02,2014-12-02,1,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
77,1860,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/idaniel95/toeter-shooter,Toeter Shooter,idaniel95,http://www.kongregate.com/games/idaniel95/toeter-shooter,yes,1,1,1,1,1,1,2014-12-10,2014-12-10,0,newest (1),,2014-12-10,yes,2026-06-30,104,live_metrics_json,4220,4220,2026-06-30,104,0,2014-12-10,2014-12-10,1,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
